GuestlD,GuestName,Gender,Age,CustomerNationality,BookingDate,CheckInDate,CheckOutDate,Children,TotalGuests,RoomCount,CustomerType,ReservationStatus,RepeatGuests,StayingDuration,DaysUntilCheckIn
2825,Sajeev,Male,39,Turkish,5/10/2021,5/11/2021,5/12/2021,1,3,1,Leisure,Completed,First-Time Visitor,3,8
2826,Ruby,Male,19,Russian,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Partially Completed,First-Time Visitor,9,7
2827,Joseph,Male,34,Russian,1/1/2023,2/1/2023,2/10/2023,0,2,1,Corporate,Partially Completed,First-Time Visitor,9,7
2828,Mrs Maya Rizvi,Male,35,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,0,2,1,Business,Late Check-Out,Regular Guest,9,7
2829,MAHMUDUL,Female,21,Iranian,7/6/2018,8/16/2018,8/17/2018,0,2,1,Corporate,Partially Completed,First-Time Visitor,3,15
2830,Wright,Male,35,Azerbaijani,2/6/2019,3/3/2019,3/13/2019,1,3,1,Leisure,Completed,Regular Guest,34,16
2831,John,Male,34,Indian,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Late Check-Out,First-Time Visitor,9,7
2832,Hans,Female,52,Indian,7/25/2022,7/26/2022,7/27/2022,0,2,1,Corporate,Completed,First-Time Visitor,3,8
2833,danla,Male,44,Russian,4/20/2022,4/20/2022,4/22/2022,1,3,1,Leisure,Completed,First-Time Visitor,4,12
2834,Rizvana Ali,Female,20,Azerbaijani,8/14/2019,8/18/2019,8/20/2019,1,3,1,Leisure,Completed,Regular Guest,4,6
2835,Mrs Hui Ling Lin,Female,29,Saudi Arabian,6/23/2019,6/23/2019,6/24/2019,1,3,1,Leisure,Partially Completed,First-Time Visitor,3,12
2836,Jerry,Male,50,Turkish,1/1/2023,2/1/2023,2/10/2023,0,5,3,Corporate,Completed,First-Time Visitor,9,7
2837,Laura,Female,46,Russian,6/7/2016,6/9/2016,6/11/2016,1,3,1,Leisure,Late Check-Out,First-Time Visitor,4,7
2838,Mrs Emelie,Female,54,Russian,1/1/2023,2/1/2023,2/10/2023,0,2,1,Corporate,Completed,First-Time Visitor,9,7
2839,Steve,Male,36,Russian,1/1/2023,2/1/2023,2/10/2023,0,2,1,Business,Late Check-Out,Regular Guest,9,7
2840,BENJAMIN,Male,48,Russian,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Completed,First-Time Visitor,9,7
2841,John,Male,35,Azerbaijani,9/7/2016,9/8/2016,9/10/2016,2,3,2,Leisure,Completed,Regular Guest,4,8
2842,Mohammed,Male,25,Russian,1/1/2023,2/1/2023,2/10/2023,0,2,1,Business,Completed,First-Time Visitor,9,7
2843,Karen,Female,38,Saudi Arabian,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Partially Completed,First-Time Visitor,9,7
2844,Alexandre,Male,50,Iranian,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Completed,First-Time Visitor,9,7
2845,Alessandra,Female,35,Russian,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Partially Completed,First-Time Visitor,9,7
2846,Mrs Monica C Falk,Male,44,Iranian,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Partially Completed,Regular Guest,9,7
2847,Janet,Female,28,Russian,8/31/2019,9/2/2019,9/4/2019,1,3,1,Leisure,Completed,First-Time Visitor,4,7
2848,Murthy,Male,35,Russian,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Partially Completed,First-Time Visitor,9,7
2849,Alexander,Male,53,Azerbaijani,10/16/2018,10/27/2018,10/29/2018,1,3,1,Leisure,Completed,Regular Guest,4,17
2850,Sarah,Female,35,Russian,8/14/2022,8/15/2022,8/17/2022,1,3,1,Leisure,Late Check-Out,First-Time Visitor,4,8
2851,Jorge,Male,40,Russian,1/1/2023,2/1/2023,2/10/2023,0,2,1,Business,Completed,First-Time Visitor,9,7
2852,JULIETTE,Female,37,Saudi Arabian,5/19/2019,5/20/2019,5/23/2019,1,3,1,Leisure,Completed,First-Time Visitor,3,8
2853,JOSE,Male,43,Indian,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Late Check-Out,First-Time Visitor,9,7
2854,Peter,Male,34,Russian,9/5/2015,9/5/2015,9/6/2015,1,3,1,Leisure,Partially Completed,Regular Guest,3,12
2855,Elizabeth,Female,22,Russian,1/13/2016,1/14/2016,1/15/2016,1,3,1,Leisure,Completed,Regular Guest,3,8
2856,Lee,Male,24,Russian,7/5/2019,7/5/2019,7/7/2019,1,3,1,Leisure,Completed,First-Time Visitor,4,12
2857,Mina,Female,32,Turkish,7/26/2021,10/1/2021,10/4/2021,0,2,1,Corporate,Late Check-Out,First-Time Visitor,3,15
2858,John,Male,40,Russian,1/1/2023,2/1/2023,2/10/2023,0,2,1,Business,Late Check-Out,First-Time Visitor,9,7
2859,Larry,Male,25,Saudi Arabian,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Completed,Regular Guest,9,7
2860,PATRICK GRENFELL,Male,37,Indian,4/12/2022,4/12/2022,4/14/2022,1,3,1,Leisure,Late Check-Out,First-Time Visitor,4,12
2861,Ashley,Female,27,Azerbaijani,11/16/2017,11/17/2017,11/19/2017,1,3,1,Leisure,Partially Completed,Regular Guest,4,8
2862,BARREIRO,Male,30,Iranian,7/1/2019,7/1/2019,7/3/2019,1,3,1,Leisure,Partially Completed,First-Time Visitor,4,12
2863,Krishna,Male,50,Russian,7/21/2019,7/21/2019,7/22/2019,0,2,1,Business,Completed,First-Time Visitor,3,12
2864,Bao Shan,Male,32,Russian,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Late Check-Out,Regular Guest,9,7
2865,Mr David Shoemaker,Male,42,Russian,10/28/2019,10/29/2019,10/30/2019,1,3,1,Leisure,Completed,Regular Guest,3,8
2866,Soumya Gautam,Male,30,Russian,2/11/2018,3/7/2018,3/13/2018,1,3,1,Leisure,Partially Completed,First-Time Visitor,6,9
2867,John L,Male,50,Turkish,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Completed,First-Time Visitor,9,7
2868,JANET,Female,49,American,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Completed,First-Time Visitor,9,7
2869,Mario,Male,30,Azerbaijani,5/5/2016,5/6/2016,5/11/2016,1,3,1,Leisure,Completed,First-Time Visitor,5,8
2870,Dhurjati Dutta,Male,47,Russian,1/1/2023,2/1/2023,2/10/2023,1,3,2,Leisure,Completed,First-Time Visitor,9,7
2871,Robert J,Male,69,Russian,1/1/2023,2/1/2023,2/10/2023,0,2,1,Business,Partially Completed,First-Time Visitor,9,7
2872,Dustin,Male,33,Indian,6/28/2019,8/1/2019,8/4/2019,0,2,1,Business,Completed,First-Time Visitor,3,13
2873,Bhagya,Female,29,Philippines,10/22/2019,12/30/2019,12/31/2019,1,3,1,Leisure,Completed,Regular Guest,3,15
2874,MARK KING,Male,39,Turkish,7/15/2019,7/15/2019,7/16/2019,1,3,1,Leisure,Late Check-Out,First-Time Visitor,3,12
2875,Bob,Male,22,Indian,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Completed,First-Time Visitor,9,7
2876,DANIEL JACKSON,Male,47,Indian,5/16/2021,5/17/2021,5/20/2021,1,3,1,Leisure,Completed,First-Time Visitor,3,8
2877,Alexander,Male,26,Russian,1/1/2023,2/1/2023,2/10/2023,0,2,1,Corporate,Late Check-Out,Regular Guest,9,7
2878,Maria,Female,31,Russian,12/3/2019,1/2/2020,1/5/2020,1,3,1,Leisure,Late Check-Out,Regular Guest,3,15
2879,Eve,Female,39,English,7/13/2022,7/13/2022,7/21/2022,1,3,1,Leisure,Completed,First-Time Visitor,8,12
2880,Hannah,Female,23,Russian,1/1/2023,2/1/2023,2/10/2023,0,2,1,Corporate,Partially Completed,First-Time Visitor,9,7
2881,Tommy,Male,22,Azerbaijani,6/7/2019,6/7/2019,6/9/2019,1,3,1,Leisure,Partially Completed,First-Time Visitor,4,12
2882,naida,Male,35,Iranian,3/25/2019,3/26/2019,3/29/2019,1,3,1,Leisure,Late Check-Out,Regular Guest,3,8
2883,Micha,Male,25,Russian,6/6/2020,6/6/2020,6/7/2020,0,2,1,Corporate,Completed,Regular Guest,3,12
2884,Jason,Male,39,Indian,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Completed,First-Time Visitor,9,7
2885,Joshua,Male,25,Russian,6/29/2020,7/9/2020,7/10/2020,0,2,1,Business,Partially Completed,First-Time Visitor,3,21
2886,Mrs Sukanya Tiwari,Male,47,Russian,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Completed,First-Time Visitor,9,7
2887,James,Male,31,Russian,7/31/2019,8/1/2019,8/1/2019,1,3,1,Leisure,Completed,First-Time Visitor,4,8
2888,Mrs Arianne Long,Female,41,Russian,7/14/2019,8/2/2019,8/3/2019,1,3,1,Leisure,Late Check-Out,First-Time Visitor,3,17
2889,leila,Female,54,Turkish,11/10/2022,11/24/2022,11/25/2022,0,2,1,Corporate,Completed,First-Time Visitor,3,16
2890,Meyers,Male,35,Indian,1/23/2023,1/23/2023,1/24/2023,0,2,1,Business,Completed,First-Time Visitor,3,12
2891,leman,Male,51,Russian,3/24/2021,3/25/2021,3/26/2021,1,3,1,Leisure,Late Check-Out,Regular Guest,3,8
2892,Mr Raghuram,Male,54,Russian,1/1/2023,2/1/2023,2/10/2023,0,2,1,Corporate,Completed,First-Time Visitor,9,7
2893,Tina,Male,41,Turkish,1/1/2023,2/1/2023,2/10/2023,0,2,1,Business,Partially Completed,First-Time Visitor,9,7
2894,Viduvan,Male,53,Russian,3/6/2020,4/12/2020,4/14/2020,1,3,1,Leisure,Completed,First-Time Visitor,4,17
2895,Ariana,Female,38,Russian,7/4/2015,7/28/2015,7/29/2015,0,2,1,Business,Late Check-Out,Regular Guest,3,9
2896,Kashif,Male,27,Russian,4/16/2022,4/20/2022,4/21/2022,1,3,1,Leisure,Partially Completed,First-Time Visitor,3,6
2897,Jason,Male,37,Russian,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Partially Completed,Regular Guest,9,7
2898,Carlos,Male,36,Iranian,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Completed,First-Time Visitor,9,7
2899,Jennifer,Female,37,Russian,9/15/2016,9/22/2016,9/25/2016,1,3,1,Leisure,Late Check-Out,First-Time Visitor,3,7
2900,Joanne,Female,37,Russian,9/13/2019,9/14/2019,9/15/2019,1,3,1,Leisure,Completed,Regular Guest,3,8
2901,Nikolaos,Male,41,Indian,3/22/2023,3/22/2023,3/23/2023,1,3,1,Leisure,Completed,First-Time Visitor,3,12
2902,SAREE GUPTA,Female,25,Azerbaijani,7/20/2019,7/20/2019,7/20/2019,1,3,1,Leisure,Completed,First-Time Visitor,4,12
2903,Anthony M,Male,31,Russian,7/24/2016,9/3/2016,9/6/2016,1,3,1,Leisure,Completed,Regular Guest,3,15
2904,ANDREW,Male,53,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,0,2,1,Business,Completed,Regular Guest,9,7
2905,Jennifer Wang,Female,33,Azerbaijani,2/2/2020,2/2/2020,2/2/2020,1,3,1,Leisure,Completed,Regular Guest,4,12
2906,WALLA,Female,46,Indian,10/21/2016,10/21/2016,10/24/2016,1,3,1,Leisure,Partially Completed,Regular Guest,3,12
2907,Huynh Ngoc,Male,20,Turkish,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Completed,Regular Guest,9,7
2908,Victor,Male,30,Azerbaijani,3/19/2019,3/21/2019,3/22/2019,0,2,1,Business,Completed,Regular Guest,3,7
2909,Linda,Female,65,Iranian,1/1/2023,2/1/2023,2/10/2023,0,2,1,Business,Late Check-Out,First-Time Visitor,9,7
2910,Davide,Male,34,Russian,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Completed,First-Time Visitor,9,7
2911,Peter,Male,28,Russian,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Completed,Regular Guest,9,7
2912,Darrell,Male,41,Russian,12/19/2020,1/11/2021,1/13/2021,1,3,1,Leisure,Completed,First-Time Visitor,4,5
2913,STEPHEN,Male,31,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,0,2,1,Business,Completed,Regular Guest,9,7
2914,Joseph,Male,46,Azerbaijani,9/18/2019,9/18/2019,9/20/2019,0,2,1,Business,Partially Completed,First-Time Visitor,4,12
2915,James Stevens,Male,49,Iranian,1/3/2019,1/3/2019,1/6/2019,1,3,1,Leisure,Completed,Regular Guest,3,12
2916,Mary,Female,56,Indian,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Late Check-Out,Regular Guest,9,7
2917,Abhijit,Male,50,Russian,3/13/2022,3/14/2022,3/15/2022,0,2,1,Corporate,Completed,First-Time Visitor,3,8
2918,Mr Joseph,Male,19,Azerbaijani,2/21/2019,4/2/2019,4/2/2019,1,3,1,Leisure,Partially Completed,First-Time Visitor,4,21
2919,JEFFREY DUCKWORTH,Male,38,Indian,9/2/2016,9/2/2016,9/5/2016,1,3,1,Leisure,Completed,First-Time Visitor,3,12
2920,John,Male,50,Indian,9/12/2019,9/12/2019,9/13/2019,1,3,1,Leisure,Partially Completed,First-Time Visitor,3,12
2921,Salvatore,Male,24,Turkish,5/23/2019,5/23/2019,5/24/2019,1,3,1,Leisure,Partially Completed,First-Time Visitor,3,12
2922,Leroy,Male,19,Saudi Arabian,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Completed,First-Time Visitor,9,7
2923,Mrs Isabelle Beaver,Female,53,Russian,4/16/2019,4/20/2019,4/25/2019,1,3,1,Leisure,Late Check-Out,First-Time Visitor,5,6
2924,Vincent,Male,24,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Late Check-Out,First-Time Visitor,9,7
2925,Alexander,Male,45,American,3/5/2016,3/5/2016,3/5/2016,0,2,1,Corporate,Completed,First-Time Visitor,4,12
2926,Michael,Male,44,Russian,7/21/2019,7/21/2019,7/24/2019,0,2,1,Corporate,Late Check-Out,First-Time Visitor,3,12
2927,Dionysios,Male,57,Indian,4/1/2019,6/21/2019,6/22/2019,1,3,1,Leisure,Partially Completed,First-Time Visitor,3,17
2928,Mohit,Male,25,Russian,12/19/2021,12/19/2021,12/20/2021,0,2,1,Business,Partially Completed,Regular Guest,3,12
2929,Dorothy Kuzniak,Female,46,Indian,1/18/2020,1/22/2020,1/24/2020,1,3,1,Leisure,Late Check-Out,First-Time Visitor,4,6
2930,Hari,Male,39,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Partially Completed,Regular Guest,9,7
2931,Sarah,Female,58,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Completed,Regular Guest,9,7
2932,Dorothy,Female,52,Iranian,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Late Check-Out,First-Time Visitor,9,7
2933,Bujar,Male,51,Russian,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Late Check-Out,First-Time Visitor,9,7
2934,Mohamed ALBAHAR,Male,44,Indian,2/6/2022,2/10/2022,2/13/2022,1,3,1,Leisure,Partially Completed,Regular Guest,3,6
2935,Long Cheng,Male,23,Indian,10/29/2019,11/8/2019,11/11/2019,1,3,1,Leisure,Completed,First-Time Visitor,3,21
2936,Jessica,Female,22,Russian,9/17/2022,9/18/2022,9/20/2022,1,3,1,Leisure,Partially Completed,First-Time Visitor,4,8
2937,Bill,Male,23,Saudi Arabian,1/1/2023,2/1/2023,2/10/2023,0,2,1,Business,Completed,First-Time Visitor,9,7
2938,Ellie,Female,33,Turkish,8/17/2019,8/18/2019,8/19/2019,0,2,1,Corporate,Late Check-Out,First-Time Visitor,3,8
2939,David,Male,43,Russian,1/1/2023,2/1/2023,2/10/2023,0,2,1,Business,Completed,Regular Guest,9,7
2940,Abdullah,Male,33,Iranian,7/2/2019,7/3/2019,7/8/2019,1,3,1,Leisure,Partially Completed,First-Time Visitor,5,8
2941,DANIEL,Male,27,Russian,1/1/2023,2/1/2023,2/10/2023,0,2,1,Corporate,Completed,First-Time Visitor,9,7
2942,Mrs Mohamed Samir,Male,40,Russian,1/20/2018,3/25/2018,3/28/2018,0,2,1,Business,Completed,First-Time Visitor,3,15
2943,Brian,Male,67,Azerbaijani,9/22/2016,9/22/2016,9/23/2016,0,2,1,Corporate,Completed,Regular Guest,3,12
2944,Jennifer,Female,45,Russian,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Completed,First-Time Visitor,9,7
2945,Karina,Female,25,Turkish,4/9/2020,6/10/2020,6/12/2020,1,3,2,Leisure,Late Check-Out,First-Time Visitor,4,15
2946,Mr Sean Mitchell,Male,32,Russian,3/2/2023,5/24/2023,5/26/2023,0,2,1,Corporate,Completed,Regular Guest,4,17
2947,Maria,Female,47,Russian,6/14/2019,6/14/2019,6/16/2019,1,3,1,Leisure,Partially Completed,First-Time Visitor,4,12
2948,Matthew Hekmat,Male,35,Russian,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Late Check-Out,First-Time Visitor,9,7
2949,Erik,Male,41,Russian,3/14/2019,4/4/2019,4/8/2019,1,3,1,Leisure,Late Check-Out,Regular Guest,4,16
2950,Lee,Male,29,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,0,3,2,Corporate,Completed,Regular Guest,9,7
2951,MARIA,Female,32,Russian,2/18/2019,2/18/2019,2/23/2019,1,3,1,Leisure,Completed,First-Time Visitor,5,12
2952,MARGARET SUTTON,Female,29,Indian,1/1/2023,2/1/2023,2/10/2023,0,2,1,Business,Partially Completed,First-Time Visitor,9,7
2953,Akram,Male,28,Russian,8/4/2019,8/5/2019,8/7/2019,1,3,1,Leisure,Completed,First-Time Visitor,4,8
2954,Peter Melinda,Male,29,Indian,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Partially Completed,Regular Guest,9,7
2955,James Michael,Male,34,Russian,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Completed,Regular Guest,9,7
2956,Mrs Robert Critch,Male,28,Russian,4/7/2020,4/18/2020,4/20/2020,0,2,1,Business,Completed,First-Time Visitor,4,17
2957,Robert,Male,36,Azerbaijani,1/12/2021,1/12/2021,1/12/2021,1,3,1,Leisure,Completed,First-Time Visitor,4,12
2958,John,Male,28,Russian,1/16/2016,1/16/2016,1/18/2016,1,3,1,Leisure,Completed,First-Time Visitor,4,12
2959,Jeffrey,Male,41,Russian,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Late Check-Out,Regular Guest,9,7
2960,Mike,Male,42,Azerbaijani,10/7/2019,10/7/2019,10/8/2019,1,3,1,Leisure,Partially Completed,First-Time Visitor,3,12
2961,KOLODZIEJ,Female,27,Russian,3/24/2023,3/25/2023,3/26/2023,1,3,1,Leisure,Late Check-Out,First-Time Visitor,3,8
2962,Sara,Female,44,Russian,7/29/2020,8/1/2020,8/2/2020,1,3,1,Leisure,Completed,First-Time Visitor,3,9
2963,Mrs Edith Garrison,Male,49,Russian,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Completed,First-Time Visitor,9,7
2964,A Williams,Female,42,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Partially Completed,First-Time Visitor,9,7
2965,Roger,Male,3,Russian,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Partially Completed,Regular Guest,9,7
2966,Dustin,Male,39,Russian,3/1/2019,3/1/2019,3/3/2019,1,3,1,Leisure,Completed,First-Time Visitor,4,12
2967,Chiayi,Female,25,Russian,6/12/2019,6/12/2019,6/13/2019,1,3,1,Leisure,Completed,First-Time Visitor,3,12
2968,Abdul Ghani,Male,23,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Completed,Regular Guest,9,7
2969,John Doe,Male,33,Iranian,9/17/2016,9/17/2016,9/18/2016,1,3,1,Leisure,Late Check-Out,First-Time Visitor,3,12
2970,Jenny,Female,36,Saudi Arabian,2/9/2022,2/9/2022,2/10/2022,0,2,1,Business,Late Check-Out,First-Time Visitor,3,12
2971,Kairis,Female,28,Azerbaijani,12/19/2020,3/8/2021,3/9/2021,1,3,1,Leisure,Partially Completed,Regular Guest,3,5
2972,Jonathan Doe,Male,49,Azerbaijani,12/3/2022,12/3/2022,12/4/2022,0,2,1,Business,Completed,Regular Guest,3,12
2973,Olive Caulfield,Female,49,Russian,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Partially Completed,Regular Guest,9,7
2974,Mrs Anita Mathews,Male,52,Iranian,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Completed,First-Time Visitor,9,7
2975,Mary,Male,64,Russian,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Partially Completed,First-Time Visitor,9,7
2976,Mrs Bianca ,Female,53,Russian,1/1/2023,2/1/2023,2/10/2023,0,2,1,Corporate,Completed,First-Time Visitor,9,7
2977,Manjunatha ,Male,21,Russian,1/4/2021,1/4/2021,1/5/2021,1,3,1,Leisure,Completed,Regular Guest,3,12
2978,Jacob,Male,32,Iranian,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Late Check-Out,Regular Guest,9,7
2979,Mr David,Male,40,Iranian,7/29/2019,8/1/2019,8/3/2019,1,3,1,Leisure,Completed,First-Time Visitor,4,9
2980,MRS MARY HILL,Female,37,Saudi Arabian,8/1/2016,8/1/2016,8/2/2016,0,2,1,Business,Completed,First-Time Visitor,3,12
2981,John Smith,Male,52,Turkish,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Partially Completed,First-Time Visitor,9,7
2982,Nancy,Female,34,Russian,8/12/2019,8/12/2019,8/14/2019,1,3,1,Leisure,Partially Completed,Regular Guest,4,12
2983,Tannya,Male,35,Indian,12/1/2016,12/1/2016,12/2/2016,1,3,1,Leisure,Partially Completed,Regular Guest,3,12
2984,Gregory,Female,44,Turkish,3/14/2019,3/15/2019,3/17/2019,1,3,1,Leisure,Completed,First-Time Visitor,4,8
2985,Mrs Jessica Womack,Male,30,Russian,7/23/2017,9/16/2017,9/17/2017,0,2,1,Business,Completed,First-Time Visitor,3,30
2986,David,Male,23,Azerbaijaniese,2/1/2020,2/1/2020,2/1/2020,1,3,1,Leisure,Partially Completed,First-Time Visitor,4,12
2987,Fernanda,Male,28,Indian,8/22/2019,8/22/2019,8/23/2019,0,2,1,Corporate,Late Check-Out,First-Time Visitor,3,12
2988,Tamanna,Female,37,Russian,7/17/2022,7/17/2022,7/18/2022,1,3,1,Leisure,Completed,First-Time Visitor,3,12
2989,Benjamin,Male,53,Saudi Arabian,10/29/2016,10/30/2016,10/31/2016,1,3,1,Leisure,Partially Completed,First-Time Visitor,3,8
2990,Ryder,Male,24,Saudi Arabian,5/26/2019,5/27/2019,5/28/2019,0,2,1,Business,Late Check-Out,First-Time Visitor,3,8
2991,Brandon,Male,39,Saudi Arabian,4/11/2023,4/11/2023,4/14/2023,1,3,1,Leisure,Completed,Regular Guest,3,12
2992,Kelly,Male,26,Russian,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Partially Completed,First-Time Visitor,9,7
2993,Razvan,Male,31,Russian,9/13/2018,9/13/2018,9/13/2018,1,3,1,Leisure,Completed,First-Time Visitor,4,12
2994,Sarah Bates,Female,26,Saudi Arabian,10/16/2019,10/16/2019,10/21/2019,1,3,1,Leisure,Late Check-Out,First-Time Visitor,5,12
2995,Yuriko,Male,27,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Completed,First-Time Visitor,9,7
2996,Nikola,Male,44,Iranian,2/28/2019,3/1/2019,3/4/2019,1,3,1,Leisure,Completed,First-Time Visitor,3,8
2997,MICHAEL,Male,33,Turkish,5/7/2019,5/9/2019,5/12/2019,1,3,1,Leisure,Partially Completed,Regular Guest,3,7
2998,Sarah,Male,25,Turkish,7/27/2019,7/31/2019,8/4/2019,1,3,1,Leisure,Late Check-Out,First-Time Visitor,4,6
2999,Kevin,Male,37,Russian,1/1/2023,2/1/2023,2/10/2023,0,2,1,Corporate,Partially Completed,First-Time Visitor,9,7
3000,Sarah,Female,23,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Partially Completed,First-Time Visitor,9,7
3001,Darren,Male,30,Russian,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Partially Completed,First-Time Visitor,9,7
3002,Qubilah,Female,43,Russian,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Late Check-Out,First-Time Visitor,9,7
3003,Michael,Male,29,Turkish,6/27/2019,7/20/2019,7/25/2019,1,3,1,Leisure,Partially Completed,Regular Guest,5,5
3004,Gregor,Male,33,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Late Check-Out,First-Time Visitor,9,7
3005,Rasheed,Male,25,Indian,1/21/2019,1/21/2019,1/22/2019,1,3,1,Leisure,Completed,First-Time Visitor,3,12
3006,Mr Shivendra Singh,Female,45,Russian,8/12/2019,8/12/2019,8/14/2019,1,3,1,Leisure,Partially Completed,Regular Guest,4,12
3007,BARAN WALTER,Male,35,Turkish,7/19/2020,7/20/2020,7/21/2020,1,3,1,Leisure,Partially Completed,Regular Guest,3,8
3008,SOLANGE HILD,Female,49,Russian,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Partially Completed,First-Time Visitor,9,7
3009,Robert,Male,36,Russian,8/5/2019,8/5/2019,8/8/2019,0,2,1,Business,Completed,First-Time Visitor,3,12
3010,Mohammed,Male,23,Saudi Arabian,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Partially Completed,First-Time Visitor,9,7
3011,Raj Kishan Jha,Male,44,Russian,1/1/2023,2/1/2023,2/10/2023,0,2,1,Business,Completed,Regular Guest,9,7
3012,MICHAEL,Male,27,Russian,9/24/2020,9/25/2020,9/28/2020,0,2,1,Business,Partially Completed,First-Time Visitor,3,8
3013,Doris Gundlach,Male,44,Iranian,3/21/2019,4/19/2019,4/20/2019,1,3,1,Leisure,Completed,First-Time Visitor,3,5
3014,Mrs Aisha,Female,29,German,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Completed,First-Time Visitor,9,7
3015,Elena,Female,41,Russian,10/20/2019,10/21/2019,10/23/2019,1,3,1,Leisure,Completed,Regular Guest,4,8
3016,Victor,Male,20,Russian,12/14/2019,12/15/2019,12/18/2019,0,2,1,Corporate,Late Check-Out,Regular Guest,3,8
3017,Selvakumar,Male,26,Turkish,9/27/2019,9/28/2019,10/3/2019,1,3,1,Leisure,Completed,First-Time Visitor,5,8
3018,Fernando Diaz,Male,34,Saudi Arabian,7/13/2019,7/14/2019,7/15/2019,1,3,1,Leisure,Late Check-Out,First-Time Visitor,3,8
3019,Suman,Male,20,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Completed,First-Time Visitor,9,7
3020,Emma Koehler,Female,30,Turkish,3/2/2016,3/3/2016,3/5/2016,1,3,1,Leisure,Partially Completed,First-Time Visitor,4,8
3021,Kumar Arvind,Male,41,Saudi Arabian,6/13/2019,6/14/2019,6/15/2019,1,3,1,Leisure,Partially Completed,First-Time Visitor,3,8
3022,RITIKA,Female,40,Russian,2/10/2015,4/25/2015,4/25/2015,1,3,1,Leisure,Late Check-Out,First-Time Visitor,4,9
3023,MARGARET,Male,23,Turkish,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Partially Completed,First-Time Visitor,9,7
3024,Joe,Male,27,Indian,2/25/2019,5/15/2019,5/18/2019,1,3,2,Leisure,Late Check-Out,First-Time Visitor,3,5
