GuestlD,GuestName,Gender,Age,CustomerNationality,BookingDate,CheckInDate,CheckOutDate,Children,Adults,TotalGuests,RoomCount,CustomerType,ReservationStatus,RepeatGuests
3050,Robert Maldonado,Male,57,Russian,1/27/2019,1/28/2019,2/1/2019,1,N/A,3,1 room,Leisure,Late Check-Out,First_Time Visitor
3051,Eric C,Male,24,Russian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,1 room,Leisure,Late Check-Out,First-Time Visitor
3052,"JENSEN, Robert",Male,26,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,1 room,Leisure,Completed,First_Time Visitor
3053,Peter,Male,35,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,0,N/A,2,1 room,Business,Completed,Regular Guest
3054,Jason,Male,45,Russian,11/10/2018,11/10/2018,11/12/2018,0,N/A,2,1 room,Corporate,Partially Completed,Regular Guest
3055,Mr. Zhang,Male,31,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,1 room,Leisure,Completed,Regular Guest
3056,Maria,Female,35,Russian,3/3/2020,3/5/2020,3/7/2020,1,N/A,3,1 room,Leisure,Partially Completed,First_Time Visitor
3057,Amadou Diallo,Male,42,Russian,4/1/2016,4/1/2016,4/8/2016,1,N/A,3,1 room,Leisure,Late Check-Out,First-Time Visitor
3058,Ciara,Female,25,Azerbaijani,1/29/2018,1/30/2018,1/31/2018,0,N/A,2,1 room,Corporate,Completed,Regular Guest
3059,James,Male,24,Russian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,1 room,Leisure,Completed,Regular Guest
3060,James,Male,37,Russian,1/1/2023,2/1/2023,2/10/2023,0,N/A,2,1 room,Business,Completed,First_Time Visitor
3061,Mr. Jairus Wiggin,Male,36,Azerbaijani,7/12/2017,9/18/2017,9/20/2017,1,N/A,3,1 room,Leisure,Late Check-Out,First_Time Visitor
3062,Mrs. Jasmine T. Giles,Female,30,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,0,N/A,2,1 room,Business,Completed,Regular Guest
3063,Hari,Male,24,Turkish,6/17/2019,6/17/2019,6/18/2019,1,N/A,3,1 room,Leisure,Completed,First-Time Visitor
3064,Ahmed N,Male,42,Indian,3/29/2020,3/29/2020,3/30/2020,1,N/A,3,1 room,Leisure,Late Check-Out,Regular Guest
3065,Steven,Male,34,Russian,11/22/2022,11/23/2022,11/24/2022,1,N/A,3,1 room,Leisure,Completed,Regular Guest
3066,Robert,Male,33,Indian,1/1/2023,2/1/2023,2/10/2023,0,N/A,2,1 room,Corporate,Partially Completed,First_Time Visitor
3067,Bahman,Male,35,Turkish,6/11/2019,6/11/2019,6/14/2019,1,N/A,3,1 room,Leisure,Completed,First-Time Visitor
3068,Sylvie,Male,43,Turkish,5/14/2019,5/15/2019,5/16/2019,1,N/A,3,1 room,Leisure,Completed,First-Time Visitor
3069,"Huang, Lucille",Male,34,Spanish,4/8/2019,4/8/2019,4/9/2019,1,N/A,3,1 room,Leisure,Completed,First_Time Visitor
3070,Mr. James,Male,33,Azerbaijani,9/21/2019,9/22/2019,9/25/2019,0,N/A,2,1 room,Business,Partially Completed,Regular Guest
3071,"Harris, James",Male,29,Russian,6/7/2019,6/7/2019,6/10/2019,0,N/A,2,1 room,Business,Completed,First-Time Visitor
3072,Tom,Male,34,Russian,7/2/2021,7/5/2021,7/6/2021,0,N/A,2,1 room,Corporate,Completed,First-Time Visitor
3073,Tomasz,Male,36,Russian,1/1/2023,2/1/2023,2/10/2023,0,N/A,2,1 room,Business,Completed,Regular Guest
3074,BELLE DENISE,Female,33,American,1/1/2023,2/1/2023,2/10/2023,0,N/A,4,2 room,Business,Completed,First-Time Visitor
3075,John,Male,25,Russian,9/18/2019,9/19/2019,9/20/2019,1,N/A,3,1 room,Leisure,Late Check-Out,First-Time Visitor
3076,Nitin Kumar Kohli,Male,31,Iranian,5/26/2019,5/27/2019,5/28/2019,1,N/A,3,1 room,Leisure,Late Check-Out,First_Time Visitor
3077,Janet,Female,29,Russian,3/20/2019,3/20/2019,3/21/2019,1,N/A,3,1 room,Leisure,Completed,Regular Guest
3078,Matthew McLaughlin,Male,48,American,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,1 room,Leisure,Partially Completed,Regular Guest
3079,John,Male,35,Azerbaijani,6/1/2019,6/1/2019,6/21/2019,1,N/A,3,1 room,Leisure,Completed,First_Time Visitor
3080,Richard,Male,21,Turkish,10/3/2017,12/19/2017,12/20/2017,1,N/A,3,1 room,Leisure,Completed,First-Time Visitor
3081,Michael Rosner,Male,42,Russian,10/9/2019,10/9/2019,10/9/2019,1,N/A,3,1 room,Leisure,Completed,First_Time Visitor
3082,Julie,Female,30,Iranian,8/28/2019,8/29/2019,8/30/2019,1,N/A,3,1 room,Leisure,Completed,Regular Guest
3083,"Coulter, Ally",Male,50,Iranian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,1 room,Leisure,Completed,Regular Guest
3084,Joshua,Male,26,Turkish,8/4/2016,8/5/2016,8/7/2016,1,N/A,3,1 room,Leisure,Completed,First-Time Visitor
3085,"Tao, Yi-Wei",Male,35,Azerbaijani,1/18/2019,1/20/2019,1/20/2019,1,N/A,3,1 room,Leisure,Completed,Regular Guest
3086,Jason,Female,25,Saudi Arabian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,1 room,Leisure,Completed,First_Time Visitor
3087,Sydney,Male,51,Azerbaijani,6/28/2018,6/28/2018,6/28/2018,0,N/A,2,1 room,Corporate,Completed,First_Time Visitor
3088,HUGO,Male,23,Russian,5/21/2019,5/25/2019,5/28/2019,1,N/A,3,1 room,Leisure,Completed,First-Time Visitor
3089,David,Male,47,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,1 room,Leisure,Completed,Regular Guest
3090,Aleyna,Female,59,Turkish,7/13/2019,7/23/2019,7/24/2019,0,N/A,2,1 room,Business,Completed,First-Time Visitor
3091,Elizabeth,Female,58,Russian,1/1/2023,2/1/2023,2/10/2023,0,N/A,2,1 room,Business,Completed,Regular Guest
3092,Davidson,Male,18,Russian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,1 room,Leisure,Completed,First_Time Visitor
3093,MARIZA,Female,22,Indian,6/12/2022,6/15/2022,6/20/2022,1,N/A,3,1 room,Leisure,Completed,First_Time Visitor
3094,Jamie Lyons,Female,20,Russian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,1 room,Leisure,Late Check-Out,First-Time Visitor
3095,"JACOBSON, KATHERINE",Female,57,Russian,10/17/2019,10/17/2019,10/17/2019,0,N/A,2,1 room,Business,Completed,Regular Guest
3096,Himanshu,Male,26,Russian,12/1/2019,12/1/2019,12/2/2019,1,N/A,3,1 room,Leisure,Completed,First-Time Visitor
3097,Greg,Male,43,Russian,7/17/2022,7/17/2022,7/17/2022,0,N/A,2,1 room,Corporate,Completed,Regular Guest
3098,RYAN HOLMES,Male,28,Russian,3/10/2023,3/10/2023,3/14/2023,1,N/A,3,1 room,Leisure,Completed,First_Time Visitor
3099,JIMMY,Male,39,Russian,1/10/2020,1/12/2020,1/13/2020,1,N/A,3,1 room,Leisure,Completed,First_Time Visitor
3100,James,Male,36,Azerbaijani,5/12/2016,5/28/2016,5/29/2016,0,N/A,2,1 room,Corporate,Completed,First_Time Visitor
3101,Craig,Male,37,Turkish,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,1 room,Leisure,Late Check-Out,First-Time Visitor
3102,Ana,Female,46,Azerbaijani,7/27/2019,7/28/2019,7/30/2019,0,N/A,2,1 room,Business,Completed,Regular Guest
3103,Lewis,Male,20,Russian,8/16/2019,8/16/2019,8/17/2019,0,N/A,2,1 room,Business,Completed,Regular Guest
3104,Oscar,Male,25,Russian,1/11/2020,1/11/2020,1/19/2020,0,N/A,2,1 room,Business,Partially Completed,First-Time Visitor
3105,Sarah,Female,42,American,11/3/2022,11/3/2022,11/7/2022,1,N/A,3,1 room,Leisure,Completed,First-Time Visitor
3106,Niranjan K,Male,34,Iranian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,1 room,Leisure,Partially Completed,Regular Guest
3107,MONICA,Female,43,Iranian,1/17/2018,1/20/2018,1/22/2018,1,N/A,3,1 room,Leisure,Completed,Regular Guest
3108,Rahul,Male,23,Indian,9/11/2022,9/12/2022,9/14/2022,0,N/A,2,1 room,Business,Completed,First_Time Visitor
3109,Rose,Male,30,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,1 room,Leisure,Completed,Regular Guest
3110,Vishal,Male,30,Turkish,11/27/2019,11/27/2019,11/28/2019,1,N/A,3,1 room,Leisure,Completed,First_Time Visitor
3111,Mrs. Janet Rose,Female,58,Turkish,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,1 room,Leisure,Completed,Regular Guest
3112,Jamal,Female,41,Iranian,8/9/2019,8/25/2019,8/27/2019,1,N/A,3,1 room,Leisure,Completed,First-Time Visitor
3113,"Deneau, Joseph",Male,26,Saudi Arabian,1/1/2023,2/20/2015,2/22/2015,1,N/A,3,1 room,Leisure,Completed,First_Time Visitor
3114,Joseph,Male,66,Russian,4/5/2023,4/5/2023,4/10/2023,0,N/A,2,1 room,Corporate,Completed,First-Time Visitor
3115,Katrina,Female,31,Russian,6/11/2021,7/10/2021,7/11/2021,1,N/A,3,1 room,Leisure,Completed,Regular Guest
3116,JING LI,Male,43,Turkish,2/26/2022,3/3/2022,3/7/2022,1,N/A,3,1 room,Leisure,Completed,Regular Guest
3117,Mr. Amit Kama,Male,31,Russian,4/7/2019,4/7/2019,4/8/2019,1,N/A,3,1 room,Leisure,Completed,First-Time Visitor
3118,George,Male,32,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,0,N/A,2,1 room,Corporate,Late Check-Out,Regular Guest
3119,Mrs. Evangeline Carpenter,Female,36,American,9/23/2016,9/23/2016,9/26/2016,1,N/A,3,1 room,Leisure,Completed,First_Time Visitor
3120,Mr. Godwin,Male,49,Indian,3/17/2019,3/17/2019,3/18/2019,1,N/A,3,1 room,Leisure,Completed,First-Time Visitor
3121,Andreas,Male,20,Russian,9/21/2022,9/22/2022,9/23/2022,1,N/A,3,1 room,Leisure,Completed,First_Time Visitor
3122,Charanjeet,Male,45,Russian,7/12/2022,7/12/2022,7/13/2022,0,N/A,3,2 room,Corporate,Completed,First-Time Visitor
3123,Jerry,Male,49,Saudi Arabian,7/13/2019,7/13/2019,7/14/2019,0,N/A,2,1 room,Business,Completed,First-Time Visitor
3124,Marcus,Male,27,Russian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,1 room,Leisure,Completed,First-Time Visitor
3125,Christopher,Male,37,Russian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,1 room,Leisure,Completed,First-Time Visitor
3126,Yunus,Male,33,Russian,5/12/2022,5/12/2022,5/15/2022,1,N/A,3,1 room,Leisure,Completed,First_Time Visitor
3127,Ankur Sharma,Male,34,Iranian,10/28/2018,1/15/2019,1/16/2019,0,N/A,2,1 room,Business,Completed,First-Time Visitor
3128,Ms. Lydia Harrison,Female,23,Turkish,8/13/2019,8/13/2019,8/14/2019,0,N/A,2,1 room,Business,Completed,Regular Guest
3129,Mrs. Natalya Pavlovna,Female,38,Russian,8/27/2016,8/27/2016,8/28/2016,0,N/A,2,1 room,Corporate,Completed,First-Time Visitor
3130,Khun,Male,43,Russian,9/25/2021,10/6/2021,10/7/2021,0,N/A,3,2 room,Business,Partially Completed,First-Time Visitor
3131,Laporte,Male,34,Indian,12/18/2020,12/19/2020,12/20/2020,1,N/A,3,1 room,Leisure,Completed,First_Time Visitor
3132,Miriam,Female,35,Russian,3/12/2022,3/16/2022,3/17/2022,1,N/A,3,1 room,Leisure,Completed,First_Time Visitor
3133,Bhardwaj,Male,42,Russian,8/15/2016,8/25/2016,8/26/2016,0,N/A,2,1 room,Business,Partially Completed,First_Time Visitor
3134,James,Male,33,Austria,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,1 room,Leisure,Completed,Regular Guest
3135,Divyaa,Female,26,Kazakhstan,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,1 room,Leisure,Completed,First-Time Visitor
3136,Karthikeyan,Male,33,Saudi Arabian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,1 room,Leisure,Partially Completed,First_Time Visitor
3137,Kesha,Female,35,Russian,5/1/2022,7/2/2022,7/2/2022,1,N/A,3,1 room,Leisure,Completed,First-Time Visitor
3138,Johan,Male,29,Russian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,1 room,Leisure,Completed,First-Time Visitor
3139,Ashley,Female,12,Turkish,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,1 room,Leisure,Completed,Regular Guest
3140,Alicia,Female,41,Azerbaijani,10/10/2019,10/11/2019,10/13/2019,1,N/A,3,1 room,Leisure,Completed,First_Time Visitor
3141,Niklas,Male,42,Indian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,1 room,Leisure,Completed,First-Time Visitor
3142,Shahid Khan,Male,48,Russian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,1 room,Leisure,Completed,First-Time Visitor
3143,Adam,Male,37,Russian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,1 room,Leisure,Completed,First_Time Visitor
3144,VICTOR,Male,27,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,1 room,Leisure,Late Check-Out,First_Time Visitor
3145,Mrs. Adriana ,Female,32,Russian,11/3/2022,11/4/2022,11/5/2022,0,N/A,2,1 room,Corporate,Partially Completed,First-Time Visitor
3146,Stefan,Male,52,Russian,7/20/2019,7/21/2019,7/23/2019,1,N/A,3,1 room,Leisure,Completed,Regular Guest
3147,Nadia,Female,40,Turkish,6/29/2019,6/29/2019,6/30/2019,1,N/A,3,1 room,Leisure,Completed,First-Time Visitor
3148,Koble J,Female,56,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,0,N/A,3,2 room,Business,Completed,Regular Guest
3149,PATRICK,Male,44,Saudi Arabian,6/4/2019,6/4/2019,6/11/2019,1,N/A,3,1 room,Leisure,Completed,Regular Guest
3150,Polly,Male,38,Russian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,1 room,Leisure,Completed,First_Time Visitor
3151,Peter,Male,49,Russian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,1 room,Leisure,Completed,First-Time Visitor
3152,Mustafa,Male,21,Russian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,1 room,Leisure,Completed,First_Time Visitor
3153,"Olson, Simon",Male,46,Russian,12/14/2015,12/21/2015,12/24/2015,1,N/A,3,1 room,Leisure,Completed,First_Time Visitor
3154,Janet,Female,41,Turkish,10/11/2021,10/13/2021,10/15/2021,1,N/A,3,1 room,Leisure,Completed,Regular Guest
3155,Elizabeth,Female,30,Saudi Arabian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,1 room,Leisure,Completed,Regular Guest
3156,Hamza,Male,31,American,6/17/2019,6/17/2019,6/18/2019,1,N/A,3,1 room,Leisure,Completed,First_Time Visitor
3157,INDERJIT,Male,51,Turkish,2/18/2022,3/20/2022,3/26/2022,1,N/A,3,1 room,Leisure,Completed,First-Time Visitor
3158,Natasha,Male,28,Russian,5/9/2016,5/10/2016,5/11/2016,1,N/A,3,1 room,Leisure,Completed,First-Time Visitor
3159,Christopher Warren,Male,50,Russian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,1 room,Leisure,Completed,Regular Guest
3160,Diego,Male,55,Russian,5/5/2019,5/5/2019,5/8/2019,1,N/A,3,1 room,Leisure,Completed,First_Time Visitor
3161,Gabrielle,Male,24,Russian,1/1/2023,2/1/2023,2/10/2023,0,N/A,2,1 room,Business,Late Check-Out,First_Time Visitor
3162,Karen M.,Female,40,Turkish,6/1/2019,6/1/2019,6/4/2019,1,N/A,3,1 room,Leisure,Late Check-Out,First-Time Visitor
3163,Robert,Male,37,Indian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,1 room,Leisure,Partially Completed,First-Time Visitor
3164,Lauren,Female,33,Russian,3/12/2019,3/15/2019,3/19/2019,1,N/A,3,1 room,Leisure,Completed,Regular Guest
3165,Peter,Male,39,Russian,6/8/2019,6/10/2019,6/12/2019,1,N/A,3,1 room,Leisure,Completed,Regular Guest
3166,John,Male,29,Turkish,7/6/2019,7/6/2019,7/7/2019,0,N/A,2,1 room,Business,Completed,First_Time Visitor
3167,Fabio,Male,34,Russian,4/15/2019,5/2/2019,5/5/2019,1,N/A,3,1 room,Leisure,Completed,First-Time Visitor
3168,Sean,Male,33,Saudi Arabian,7/13/2019,7/13/2019,7/14/2019,1,N/A,3,1 room,Leisure,Completed,First-Time Visitor
3169,Sumit,Male,24,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,1 room,Leisure,Completed,Regular Guest
3170,BRENDAN S,Male,34,Russian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,1 room,Leisure,Completed,First-Time Visitor
3171,Ashish,Male,46,Saudi Arabian,4/21/2018,7/18/2018,7/18/2018,0,N/A,2,1 room,Business,Completed,First-Time Visitor
3172,Sandra,Female,47,Russian,2/27/2022,5/14/2022,5/16/2022,1,N/A,3,1 room,Leisure,Completed,First-Time Visitor
3173,"Phillips, Jeffrey",Male,42,Indian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,1 room,Leisure,Completed,Regular Guest
3174,Peter,Male,32,American,10/28/2022,10/28/2022,10/28/2022,1,N/A,3,1 room,Leisure,Partially Completed,First-Time Visitor
3175,Jim,Male,59,Russian,3/28/2019,3/29/2019,3/30/2019,1,N/A,3,1 room,Leisure,Completed,First-Time Visitor
3176,Emma,Female,32,Russian,7/20/2022,7/20/2022,7/21/2022,1,N/A,3,1 room,Leisure,Late Check-Out,First_Time Visitor
3177,Mrs. Janet Oconnor,Female,28,German,2/13/2021,2/27/2021,3/2/2021,1,N/A,3,1 room,Leisure,Completed,Regular Guest
3178,Jonas A.,Male,34,Turkish,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,1 room,Leisure,Completed,Regular Guest
3179,Taylor,Female,19,Saudi Arabian,6/5/2016,6/5/2016,6/7/2016,1,N/A,3,1 room,Leisure,Completed,First_Time Visitor
3180,CHRISTINA MICHELLE,Female,47,Indian,2/25/2020,5/20/2020,5/21/2020,1,N/A,3,1 room,Leisure,Completed,First-Time Visitor
3181,Julie,Female,43,Iranian,11/21/2019,11/21/2019,11/22/2019,0,N/A,2,1 room,Corporate,Completed,First_Time Visitor
3182,Mr. DANIEL GERALD,Male,54,Indian,2/14/2020,3/22/2020,3/22/2020,0,N/A,2,1 room,Business,Completed,Regular Guest
3183,Fabrice,Male,30,Iranian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,1 room,Leisure,Completed,Regular Guest
3184,RANA,Male,42,Saudi Arabian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,1 room,Leisure,Completed,First-Time Visitor
3185,Samuel,Male,28,Russian,9/21/2016,9/21/2016,9/23/2016,1,N/A,3,1 room,Leisure,Completed,First-Time Visitor
3186,Daniel,Male,35,Azerbaijani,3/19/2019,3/19/2019,3/19/2019,1,N/A,3,1 room,Leisure,Late Check-Out,Regular Guest
3187,"STARK, TYRELL",Male,20,Indian,4/17/2016,4/18/2016,4/19/2016,1,N/A,3,1 room,Leisure,Completed,First_Time Visitor
3188,Naomi,Female,23,Saudi Arabian,8/23/2022,8/24/2022,8/26/2022,1,N/A,3,1 room,Leisure,Late Check-Out,First-Time Visitor
3189,Kim,Male,34,Russian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,1 room,Leisure,Completed,First-Time Visitor
3190,Charlotte,Female,31,Russian,2/9/2022,3/9/2022,3/11/2022,1,N/A,3,1 room,Leisure,Partially Completed,First-Time Visitor
3191,Gurpreet Singh,Male,34,Russian,1/13/2021,1/13/2021,1/14/2021,1,N/A,3,1 room,Leisure,Late Check-Out,Regular Guest
3192,Eric,Female,50,Russian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,1 room,Leisure,Completed,First_Time Visitor
3193,Maria,Female,64,Russian,4/2/2015,4/13/2015,4/15/2015,1,N/A,3,1 room,Leisure,Completed,First_Time Visitor
3194,Kaitlyn,Female,31,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,1 room,Leisure,Completed,First_Time Visitor
3195,MH,Male,20,Azerbaijani,6/20/2020,6/21/2020,6/23/2020,1,N/A,3,1 room,Leisure,Partially Completed,First_Time Visitor
3196,Laura,Female,30,Russian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,1 room,Leisure,Completed,First-Time Visitor
3197,Sarah,Female,44,Russian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,1 room,Leisure,Completed,Regular Guest
3198,Rosa,Female,41,Azerbaijani,6/27/2016,7/1/2016,7/7/2016,0,N/A,2,1 room,Corporate,Partially Completed,First_Time Visitor
3199,METU GUEST,Female,21,Russian,8/12/2019,8/12/2019,8/13/2019,0,N/A,2,1 room,Corporate,Completed,First_Time Visitor
3200,Mary,Female,53,Saudi Arabian,8/11/2016,8/11/2016,8/12/2016,1,N/A,3,1 room,Leisure,Completed,Regular Guest
3201,Sourabh,Male,47,Saudi Arabian,3/3/2018,4/25/2018,4/27/2018,1,N/A,3,1 room,Leisure,Completed,First-Time Visitor
3202,Merry,Female,18,Russian,10/27/2021,1/1/2022,1/2/2022,1,N/A,3,1 room,Leisure,Completed,First-Time Visitor
3203,"Lee, Charlotte",Male,42,Indian,9/26/2017,9/29/2017,9/29/2017,0,N/A,2,1 room,Business,Completed,Regular Guest
3204,Roger,Male,35,Azerbaijani,6/18/2019,6/18/2019,6/20/2019,1,N/A,3,1 room,Leisure,Completed,First_Time Visitor
3205,Mrs. Naomi Hess,Female,52,American,6/24/2019,6/27/2019,6/28/2019,1,N/A,3,1 room,Leisure,Completed,First-Time Visitor
3206,Hossam,Male,33,Indian,10/14/2019,10/15/2019,10/16/2019,0,N/A,2,1 room,Corporate,Completed,Regular Guest
3207,Mr. Edwin Joseph,Male,24,German,4/19/2022,4/28/2022,4/30/2022,1,N/A,3,1 room,Leisure,Partially Completed,Regular Guest
3208,Vasiliy,Male,50,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,1 room,Leisure,Completed,First_Time Visitor
3209,Robert,Male,44,Russian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,1 room,Leisure,Late Check-Out,First-Time Visitor
3210,Sara,Female,23,Azerbaijani,8/1/2019,8/1/2019,8/3/2019,1,N/A,3,1 room,Leisure,Completed,First_Time Visitor
3211,Debbie,Female,37,American,12/24/2022,12/25/2022,12/27/2022,1,N/A,3,1 room,Leisure,Late Check-Out,Regular Guest
3212,Geraldine,Female,54,Russian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,1 room,Leisure,Completed,First-Time Visitor
3213,Jasmine,Female,44,Iranian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,1 room,Leisure,Partially Completed,First_Time Visitor
3214,Mary,Female,22,Saudi Arabian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,1 room,Leisure,Late Check-Out,First-Time Visitor
3215,Jesus Maria Ramirez,Male,58,Azerbaijani,7/20/2016,7/20/2016,7/22/2016,0,N/A,2,1 room,Business,Completed,First_Time Visitor
3216,Jane Doe,Female,37,Russian,3/12/2020,3/12/2020,3/15/2020,1,N/A,3,1 room,Leisure,Completed,Regular Guest
3217,Mrs. Claire Palmer,Female,34,Azerbaijani,7/29/2021,7/30/2021,8/7/2021,1,N/A,3,1 room,Leisure,Completed,Regular Guest
3218,Peter,Male,37,Turkish,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,1 room,Leisure,Partially Completed,First-Time Visitor
3219,Terry,Male,47,Turkish,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,1 room,Leisure,Completed,First_Time Visitor
3220,Karen,Female,53,Russian,8/22/2015,8/22/2015,8/29/2015,1,N/A,3,1 room,Leisure,Completed,First-Time Visitor
3221,Melissa,Female,28,Australian,8/15/2024,8/29/2024,8/30/2024,1,N/A,3,1 room,Leisure,Completed,First_Time Visitor
3222,Diana,Female,32,Romanians,8/5/2024,8/19/2024,8/20/2024,1,N/A,3,1 room,Leisure,Completed,First-Time Visitor
3223,Carol,Female,45,English,8/2/2024,8/16/2024,8/17/2024,0,N/A,2,1 room,Corporate,Partially Completed,Regular Guest
3224,Jamal,Male,38,Emiratis,7/31/2024,8/14/2024,8/15/2024,0,N/A,2,1 room,Corporate,Completed,First_Time Visitor
3225,Judith,Female,29,Austria,7/30/2024,8/13/2024,8/14/2024,1,N/A,3,1 room,Leisure,Completed,First_Time Visitor
3226,Preeta,Female,34,Indian,7/29/2024,8/12/2024,8/13/2024,1,N/A,3,1 room,Leisure,Completed,Regular Guest
3227,Preeta,Female,34,Indian,7/29/2024,8/12/2024,8/13/2024,1,N/A,3,1 room,Leisure,Completed,First-Time Visitor
3228,Rana,Male,40,Australian,7/19/2024,8/2/2024,8/3/2024,0,N/A,2,1 room,Business,Completed,First-Time Visitor
3229,Imane,Female,27,Emiratis,7/16/2024,7/29/2024,7/30/2024,1,N/A,3,1 room,Leisure,Completed,Regular Guest
3230,Yousif,Male,36,Bahraini,7/6/2024,7/19/2024,7/20/2024,1,N/A,3,1 room,Leisure,Completed,First_Time Visitor
3231,Vladislav,Male,30,South African,6/27/2024,7/10/2024,7/11/2024,0,N/A,2,1 room,Corporate,Completed,First-Time Visitor
3232,Anant,Male,28,Emiratis,6/27/2024,7/10/2024,7/11/2024,1,N/A,3,1 room,Leisure,Partially Completed,Regular Guest
3233,Sarah,Female,31,English,6/24/2024,7/7/2024,7/8/2024,1,N/A,3,1 room,Leisure,Completed,Regular Guest
3234,Nadeem,Male,42,Pakistani,6/24/2024,7/7/2024,7/8/2024,1,N/A,3,1 room,Leisure,Late Check-Out,First_Time Visitor
3235,Nerine,Female,26,South African,6/19/2024,7/2/2024,7/3/2024,1,N/A,3,1 room,Leisure,Completed,First-Time Visitor
3236,Yulfed,Male,35,Emiratis,6/17/2024,6/30/2024,7/1/2024,1,N/A,3,1 room,Leisure,Late Check-Out,First_Time Visitor
3237,Vlada,Female,33,German,6/17/2024,6/30/2024,7/1/2024,1,N/A,3,1 room,Leisure,Completed,Regular Guest
3238,Shane,Male,29,Swiss,6/16/2024,6/29/2024,6/30/2024,1,N/A,3,1 room,Leisure,Partially Completed,First-Time Visitor
3239,Ryno,Male,41,Emiratis,6/7/2024,6/20/2024,6/21/2024,1,N/A,3,1 room,Leisure,Late Check-Out,First_Time Visitor
3240,Philip,Male,37,Czech Republic,6/4/2024,6/17/2024,6/18/2024,0,N/A,2,1 room,Business,Completed,First-Time Visitor
3241,Irfan,Male,34,Saudi Arabian,5/31/2024,6/13/2024,6/14/2024,1,N/A,3,1 room,Leisure,Completed,First_Time Visitor
3242,Apeksha,Female,28,Australian,5/29/2024,6/11/2024,6/12/2024,1,N/A,3,1 room,Leisure,Completed,Regular Guest
3243,Haley,Female,25,American,5/25/2024,6/7/2024,6/8/2024,1,N/A,3,1 room,Leisure,Partially Completed,Regular Guest
3244,Sufei,Female,27,Hong Kong,5/23/2024,6/5/2024,6/6/2024,1,N/A,3,1 room,Leisure,Completed,First-Time Visitor
3245,Aisha,Female,30,Emiratis,5/16/2024,5/30/2024,5/31/2024,1,N/A,3,1 room,Leisure,Completed,First_Time Visitor
3246,Sandra,Female,36,Australian,7/30/2024,8/13/2024,8/20/2024,1,N/A,3,1 room,Leisure,Completed,Regular Guest
3247,Abdulaziz,Male,40,Saudi Arabian,7/26/2024,8/9/2024,8/16/2024,1,N/A,3,1 room,Leisure,Completed,Regular Guest
